ACALCULIA,Impaired calculation; Gerstmann component.,Cognitive
AGNOSIA,Inability to recognize despite intact sensation.,Cognitive
AGRAPHIA,Impaired writing ability.,Cognitive
ALEXIA,Reading impairment; may spare writing.,Cognitive
ALEXIA WITH AGRAPHIA,Reading and writing impairment from angular gyrus.,Cognitive
ALZHEIMER,Amyloid and tau pathology with progressive memory loss.,Cognitive
ALZHEIMER DISEASE,Progressive amnestic dementia with temporoparietal atrophy.,Cognitive
AMNESIA,Impaired memory encoding or retrieval.,Cognitive
ANKLE-CLONUS MISNOMER,Confusion between UMN sign and movement disorder.,Cognitive
ANOSODIAPHORIA,Indifference to deficits; right hemisphere lesions.,Cognitive
APATHY,Loss of motivation independent of mood.,Cognitive
APHASIA,Language impairment from dominant hemisphere lesion.,Cognitive
APRAXIA,Impaired learned motor acts despite intact strength.,Cognitive
APROSODIA,Monotone speech lacking emotional intonation.,Cognitive
CAPGRAS,Delusional misidentification of familiar people as impostors.,Cognitive
CAPGRAS SYNDROME,Belief familiar person replaced by imposter.,Cognitive
CIRCUMLOCUTION,Talking around missing words.,Cognitive
CONCEPTUAL APRAXIA,Loss of tool-use knowledge.,Cognitive
COTARD SYNDROME,Nihilistic delusion of being dead/nonexistent.,Cognitive
DEJA VU PATHOLOGIC,Persistent familiarity illusions; temporal lobe.,Cognitive
DELIRIUM,Acute fluctuating inattention and altered awareness.,Cognitive
DEMENTIA,Chronic acquired cognitive decline affecting function.,Cognitive
DISINHIBITION,Impulsive socially inappropriate behavior.,Cognitive
DRESSING APRAXIA,Difficulty orienting clothing to the body.,Cognitive
DYSCALCULIA,Developmental or acquired math impairment.,Cognitive
DYSEXECUTIVE,"Poor planning, set-shifting, working memory.",Cognitive
ECHOAPRAXIA,Imitation of examiner movements.,Cognitive
ENVIRONMENTAL DEPENDENCE,Utilization behavior with frontal lesions.,Cognitive
FRONTAL DISINHIBITION,Impulsivity and poor judgment from orbitofrontal injury.,Cognitive
FRONTOTEMPORAL,Early behavioral/language variant neurodegeneration.,Cognitive
FRONTOTEMPORAL DEMENTIA,Behavioral disinhibition or nonfluent/semantic aphasia.,Cognitive
GERSTMANN,"Agraphia, acalculia, finger agnosia, left-right disorientation.",Cognitive
HEMISPATIAL NEGLECT,"Inattention to one side of space, usually with right parietal lesions.",Cognitive
IDEOMOTOR APRAXIA,Impaired mimed tool use to command.,Cognitive
KLUVER BUCY,"Hyperorality, hypersexuality, visual agnosia from bilateral temporal lesions.",Cognitive
KORSAKOFF SYNDROME,Anterograde amnesia with confabulation; thiamine deficiency.,Cognitive
LEWY BODY,"Visual hallucinations, parkinsonism, REM sleep behavior disorder.",Cognitive
LEWY BODY DEMENTIA,"Visual hallucinations, parkinsonism, fluctuating attention.",Cognitive
LOGOPEDENIA,Word retrieval and repetition impairment.,Cognitive
LOGOPENIC APHASIA,Word-finding pauses with impaired repetition.,Cognitive
MILD COGNITIVE IMPAIRMENT,Objective deficit without major functional loss.,Cognitive
NORMAL PRESSURE HYDROCEPHALUS DEMENTIA,Gait + urinary + cognitive slowing triad.,Cognitive
PALILALIA,Involuntary repetition of one's own words.,Cognitive
PALIPHONIA,Involuntary repetition of phonemes.,Cognitive
PERSEVERATION,Inappropriate repetition of a response.,Cognitive
PHONEMIC PARAPHASIA,Sound-based errors in words.,Cognitive
PPA LOGOPENIC VARIANT,Word-finding pauses; impaired repetition; AD pathology.,Cognitive
PPA NONFLUENT VARIANT,Agrammatic effortful speech with apraxia of speech.,Cognitive
PPA SEMANTIC VARIANT,Loss of word meaning; fluent speech with anomia.,Cognitive
PRIMARY PROGRESSIVE APHASIA,Gradual language impairment with relative sparing of memory early.,Cognitive
PROSODY APHASIA,Affective prosody deficit with right hemisphere lesions.,Cognitive
PROSOPAGNOSIA,Face blindness from fusiform gyrus lesion.,Cognitive
PSEUDODEMENTIA,Depression presenting with cognitive complaints.,Cognitive
SEMANTIC DEMENTIA,Loss of word meaning and object knowledge.,Cognitive
SEMANTIC PARAPHASIA,Word substitutions related in meaning.,Cognitive
SOCIAL COGNITION DEFICIT,Impaired theory of mind and empathy.,Cognitive
TOP GRAPHIA,Difficulty writing at topographic disorientation sites.,Cognitive
TOPOGRAPHIC DISORIENTATION,Getting lost in familiar environments.,Cognitive
VASCULAR DEMENTIA,Stepwise decline with executive dysfunction; lacunes.,Cognitive
VERBAL APIA,Impaired word output with preserved comprehension.,Cognitive
ADEM,"Monophasic post-infectious demyelination, especially children.",Demyelinating
ADEM BIPHASIC,Recurrent form with two episodes.,Demyelinating
APHASIC PML,Language-predominant PML presentation.,Demyelinating
BALO CONCENTRIC SCLEROSIS,Concentric ring demyelination variant of MS.,Demyelinating
BALÓ CONCENTRIC LESIONS,Alternating rings of myelin loss on MRI.,Demyelinating
BEEKER SYNDROME,Variant demyelinating mimic (rarely described).,Demyelinating
CLIPPERS,Punctate enhancing pons lesions; steroid responsive.,Demyelinating
DAWSON FINGERS,MS periventricular radial lesions on FLAIR.,Demyelinating
DOUBLE INVERSION RECOVERY MRI,Improves cortical lesion detection in MS.,Demyelinating
HIZAN SYNDROME,"Hypothetical demyelinating phenotype, rare reports.",Demyelinating
LEIGH LIKE DEMYELINATION,Mitochondrial mimic with white matter disease.,Demyelinating
LETMS,Cord lesion spanning â‰¥3 vertebral segments.,Demyelinating
LHERMITTE,Electric shock down spine with neck flexion.,Demyelinating
MARBURG FULMINANT MS,Malignant rapidly progressive course.,Demyelinating
MOGAD,"Myelitis, optic neuritis; MOG-IgG positive.",Demyelinating
MYELIN OLIG2 ANTIBODY DISEASE,MOGAD presenting with optic neuritis/ADEM-like.,Demyelinating
NEUROBEHÇET DEMYELINATING,Brainstem/diencephalic lesions with oral/genital ulcers.,Demyelinating
NEUROMYELITIS OPTICA,AQP4-IgG disease with optic neuritis and longitudinal myelitis.,Demyelinating
OPTIC NEURITIS,Painful vision loss; afferent pupillary defect.,Demyelinating
OPTIC PERINEURITIS,Perioptic sheath enhancement; steroid responsive.,Demyelinating
OSMOSIS MYELINOLYSIS CENTRAL PONTINE,Rapid Na correction causing CPM.,Demyelinating
PML IRIS,Immune reconstitution inflammatory syndrome in PML.,Demyelinating
PRIMARY PROGRESSIVE MS,Gradual disability accumulation without relapses.,Demyelinating
RADIATION INDUCED DEMYELINATION,Delayed leukoencephalopathy after radiation.,Demyelinating
RING ENHANCING DEMYELINATION,Open-ring enhancement pattern on MRI.,Demyelinating
SARCOID MYELIN MIMIC,Enhancing periventricular lesions; steroid responsive.,Demyelinating
SCHILDER,Childhood diffuse myelin loss; leukodystrophy-like.,Demyelinating
SCHILDER DISEASE,Childhood diffuse myelin loss (ALD-like variant).,Demyelinating
SECONDARY PROGRESSIVE MS,Worsening after initial relapsing course.,Demyelinating
SUSAC SYNDROME,"Encephalopathy, branch retinal artery occlusions, hearing loss.",Demyelinating
TRANSVERSE MYELITIS,Subacute bilateral sensory and motor cord dysfunction.,Demyelinating
TUMEFACTIVE,Mass-like demyelinating lesion mimicking tumor.,Demyelinating
TUMEFACTIVE LESION EDIMA,Mass effect and edema mimicking neoplasm.,Demyelinating
UHTHOFF PHENOMENON,Heat-induced transient neurologic worsening in MS.,Demyelinating
AMYLOID PET,Detects cortical amyloid deposition.,Diagnostics
AQP4 ANTIBODY,Serologic test for neuromyelitis optica spectrum.,Diagnostics
BLACK BLOOD MRI,Vessel wall enhancement for vasculitis/dissection.,Diagnostics
BLOOD PATCH TARGETED,Epidural blood patch at leak site.,Diagnostics
CAROTID PLAQUE ULTRASOUND,Plaque morphology risk stratification.,Diagnostics
CAROTID ULTRASOUND,Noninvasive plaque and stenosis assessment.,Diagnostics
CSF ANALYSIS,"Opening pressure, cells, protein, glucose, culture, PCR.",Diagnostics
CSF BETA AMYLOID TAU,"AD biomarkers; Aβ42↓, t-tau/p-tau↑.",Diagnostics
CT ANGIOGRAM,Noninvasive arterial imaging for occlusion and stenosis.,Diagnostics
CT MYELOGRAM,Spine CSF leak localization.,Diagnostics
CT PERFUSION,Maps penumbra and core in acute stroke triage.,Diagnostics
DWI,Highlights restricted diffusion in acute ischemia.,Diagnostics
DWI ADC MISMATCH,Restricted diffusion with low ADC indicates acute infarct.,Diagnostics
EEG BITEMPORAL INDEPENDENT,Suggests temporal lobe epilepsy.,Diagnostics
EEG MONITORING,Detects seizures and nonconvulsive status.,Diagnostics
EMG REPETITIVE STIMULATION,Decrement in MG; increment in LEMS.,Diagnostics
EVOKED POTENTIALS,Assesses conduction in sensory pathways.,Diagnostics
FIESTA CISS MRI,High-resolution cranial nerve imaging.,Diagnostics
FLAIR,Suppresses CSF signal to reveal parenchymal lesions.,Diagnostics
FLAIR MRI,CSF suppression; subacute infarct hyperintensity.,Diagnostics
HINTS EXAM,"Head impulse, nystagmus, test of skew for vertigo.",Diagnostics
MMSE,Brief cognitive screening tool.,Diagnostics
MOCA,Cognitive screening for MCI/dementia.,Diagnostics
MODIFIED RANKIN SCALE,Global disability scale 0–6.,Diagnostics
MR PERFUSION,DSC or ASL perfusion for hemodynamics.,Diagnostics
MRI VENOUS SINUS,Evaluate CVST or IIH stenosis.,Diagnostics
MUSK ANTIBODY,Detects seronegative MG variant.,Diagnostics
NERVE CONDUCTION,NCS shows demyelinating vs axonal patterns.,Diagnostics
NEUROFILAMENT LIGHT,Axonal injury biomarker in serum/CSF.,Diagnostics
NEUROFILAMENT LIGHT CHAIN,Blood or CSF biomarker of axonal injury.,Diagnostics
NIHSS,Stroke severity scale 0–42.,Diagnostics
OLFACTORY TEST UPSIT,Quantifies smell loss in PD/AD.,Diagnostics
OLIGOCLONAL BANDS,Intrathecal IgG synthesis supporting MS.,Diagnostics
PET FDG BRAIN,Hypometabolism patterns in dementia/epilepsy.,Diagnostics
QSART,Autonomic sudomotor testing.,Diagnostics
SINGLE FIBER EMG,Sensitive test for NMJ transmission failure.,Diagnostics
SKIN BIOPSY IENFD,Intraepidermal nerve fiber density for small fiber neuropathy.,Diagnostics
SUSCEPTIBILITY WEIGHTED,Imaging that highlights microbleeds and venous blood products.,Diagnostics
SWI,Microbleeds and venous conspicuity on MRI.,Diagnostics
TAU PET,Neurofibrillary tangle imaging in AD research.,Diagnostics
TCD BUBBLE STUDY,Detects right-to-left shunt (PFO).,Diagnostics
TILT WITH ISOPROTERENOL,Provocation for POTS/syncope.,Diagnostics
TRANSCRANIAL DOPPLER,Velocity monitoring for vasospasm and shunt detection.,Diagnostics
TSPO PET,Neuroinflammation imaging research tool.,Diagnostics
VIDEO EEG,Correlates events with scalp EEG to classify spells.,Diagnostics
VISUAL EVOKED POTENTIALS,Assess optic pathway conduction delay.,Diagnostics
ABSENCE,Brief staring spells with 3-Hz spike-wave on EEG.,Epilepsy
ANTI NMDA RECEPTOR ENCEPHALITIS,"Psychosis, dyskinesia, autonomic instability; ovarian teratoma.",Epilepsy
ASPARTAME TRIGGER,Artificial sweeteners may lower seizure threshold.,Epilepsy
AUTOIMMUNE EPILEPSY,Antibody-mediated; immunotherapy responsive.,Epilepsy
AUTOSOMAL DOMINANT NOCTURNAL FRONTAL LOBE,Hyperkinetic nocturnal seizures; nicotinic receptor.,Epilepsy
BENIGN ROLANDIC EPILEPSY,Centrotemporal spikes with oropharyngeal motor signs.,Epilepsy
CHILDHOOD ABSENCE EPILEPSY,3-Hz spike–wave; ethosuximide first-line.,Epilepsy
DBS ANTERIOR NUCLEUS,Deep brain stimulation for refractory epilepsy.,Epilepsy
DOOSE,Myoclonic astatic epilepsy with drop attacks in childhood.,Epilepsy
DRAVET SYNDROME,SCN1A epilepsy; fever-sensitive seizures in infancy.,Epilepsy
DYSEMBRYOPLASTIC NEUROEPITHELIAL TUMOR,Benign tumor causing childhood focal seizures.,Epilepsy
DÉJÀ VU AURA,Subjective déjà vu sensation preceding focal seizure.,Epilepsy
EPIGASTRIC RISING AURA,Subjective epigastric rising sensation preceding focal seizure.,Epilepsy
EPILEPSIA PARTIALIS CONTINUA,Focal motor status with continuous jerking for hours to days.,Epilepsy
EPILEPTIC SPASMS MRI,Callosal hypogenesis or cortical dysplasia.,Epilepsy
ESES,Electrical status epilepticus in sleep; regression.,Epilepsy
FCD TYPE II,Taylor-type focal cortical dysplasia.,Epilepsy
FEBRILE,Seizure with fever in children without CNS infection.,Epilepsy
FENCING POSTURE,Tonic posturing in frontal seizures (SMA).,Epilepsy
FOCAL SEIZURE,Originates in one hemisphere; Â± impaired awareness.,Epilepsy
FRONTAL LOBE EPILEPSY,Brief nocturnal hypermotor events.,Epilepsy
GANGLIOGLIOMA,Low-grade tumor with drug-resistant seizures.,Epilepsy
GEFS PLUS,Febrile seizures persisting; SCN mutations.,Epilepsy
GELASTIC SEIZURES,Hypothalamic hamartoma; laughter spells.,Epilepsy
GUSTATORY AURA AURA,Subjective gustatory aura sensation preceding focal seizure.,Epilepsy
HETEROTOPIC GRAY MATTER,Periventricular nodular heterotopia causing epilepsy.,Epilepsy
HYPERVENTILATION PROVOCATION,Triggers absence seizures during EEG.,Epilepsy
ICTAL POUTING,Frontal seizures with pouting grimace.,Epilepsy
JAMAIS VU AURA,Subjective jamais vu sensation preceding focal seizure.,Epilepsy
JUVENILE ABSENCE EPILEPSY,Later onset absence with GTC risk.,Epilepsy
JUVENILE MYOCLONIC EPILEPSY,"Morning myoclonic jerks, GTCs; photosensitivity common.",Epilepsy
KETOGENIC DIET,High-fat diet reducing seizures in pediatrics.,Epilepsy
LAFORA DISEASE,Progressive myoclonus epilepsy; polyglucosan inclusions.,Epilepsy
LANDAU KLEFFNER,Acquired epileptic aphasia with ESES.,Epilepsy
LENNOX GASTAUT,Childhood epileptic encephalopathy with drop attacks.,Epilepsy
LIMBIC ENCEPHALITIS AUTOIMMUNE,Anti-LGI1/CASPR2; faciobrachial dystonic seizures.,Epilepsy
MESIAL TEMPORAL SCLEROSIS MRI,Hippocampal atrophy and T2 hyperintensity.,Epilepsy
MYOCLONIC EPILEPSY,Generalized seizures with myoclonic jerks.,Epilepsy
OCCIPITAL LOBE EPILEPSY,Visual auras; ictal blindness; elementary hallucinations.,Epilepsy
OLFACTORY AURA AURA,Subjective olfactory aura sensation preceding focal seizure.,Epilepsy
OTOSIS TEMPORAL LOBE EPILEPSY,"Auditory auras, lateral temporal lesions.",Epilepsy
PANAYIOTOPOULOS,Childhood occipital seizures with autonomic symptoms.,Epilepsy
PANAYIOTOPOULOS SYNDROME,Autonomic seizures with emesis in children.,Epilepsy
PARIETAL LOBE EPILEPSY,Somatosensory auras; body schema illusions.,Epilepsy
PERIODIC LATERALIZED EPILEPTIFORM DISCHARGES,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
PHOTOPAROXYSMAL RESPONSE,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
PHOTOSENSITIVITY,Seizures triggered by flicker frequencies 15–20 Hz.,Epilepsy
POLYMICROGYRIA,Cortical malformation with seizures and delay.,Epilepsy
POLYSPIKE AND WAVE,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
POSTICTAL NOSE RUBBING,Frontal/temporal semiology sign.,Epilepsy
PSYCHOGENIC NONEPILEPTIC SEIZURES,Events without epileptiform EEG; dissociative etiology.,Epilepsy
REFRACTORY STATUS EPILEPTICUS,Ongoing seizures despite benzodiazepine and second agent.,Epilepsy
RING CHROMOSOME 20,Nocturnal frontal seizures; behavior issues.,Epilepsy
RNS THERAPY,Responsive neurostimulation for focal epilepsy.,Epilepsy
ROLANDIC EPILEPSY,Self-limited childhood focal seizures with centrotemporal spikes.,Epilepsy
SCLEROSIS SURGERY,Anterior temporal lobectomy for refractory TLE.,Epilepsy
SEIZURE CLUSTERS,Multiple seizures within 24â€“48 hours.,Epilepsy
TEMPORAL INTERMITTENT RHYTHMIC DELTA,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
TEMPORAL LOBE EPILEPSY,Hippocampal sclerosis with dÃ©jÃ  vu and epigastric auras.,Epilepsy
TONGUE BITE LATERAL,Suggestive of GTC over syncope.,Epilepsy
UNVERICHT LUNDBORG,Progressive myoclonus epilepsy; CTSB mutation.,Epilepsy
VNS THERAPY,Vagus nerve stimulation adjunct for refractory seizures.,Epilepsy
WEST SYNDROME,Infantile spasms with hypsarrhythmia; developmental regression.,Epilepsy
BASILAR TYPE MIGRAINE,Brainstem aura with vertigo/dysarthria.,Headache
CARBON MONOXIDE HEADACHE,Diffuse headache with exposure history.,Headache
CERVICAL ARTERY DISSECTION HEADACHE,Unilateral neck/head pain with Horner.,Headache
CERVICAL MYOFASCIAL PAIN,Trigger points referring to head.,Headache
CERVICOGENIC,Headache referred from cervical musculature/facets.,Headache
CGRP BLOCKADE,Prevention strategy for migraine.,Headache
CLUSTER,Severe unilateral orbital pain with autonomic features; short bouts.,Headache
CLUSTER REMISSION AND CHRONIC,Chronic cluster lacks remission >1y.,Headache
COITAL HEADACHE,Exertional headaches during sexual activity.,Headache
ERENUMAB SIDE EFFECTS,Constipation and hypertension reported.,Headache
EXERTIONAL HEADACHE,Headache precipitated by Valsalva/effort.,Headache
GIANT CELL ARTERITIS,"Scalp tenderness, jaw claudication; high ESR; vision risk.",Headache
GIANT CELL ARTERITIS HEADACHE,"Temporal tenderness, ESR↑, jaw claudication.",Headache
GLAUCOMA ACUTE,"Severe orbital pain with halos, mid-dilated pupil.",Headache
HEADACHE RED FLAGS SNOOP,"Systemic, Neurologic, Onset, Older, Pattern change.",Headache
HEMCRANIA PAROXYSMAL,Short indomethacin-responsive TAC.,Headache
HEMICRANIA,Indomethacin-responsive unilateral headache.,Headache
HEMIPLEGIC MIGRAINE,Migraine with transient unilateral weakness; family forms exist.,Headache
HIGH ALTITUDE HEADACHE,Occurs at elevation; responds to descent/acetazolamide.,Headache
HIGH CSF PRESSURE PAPILLEDEMA,Headache worse supine; pulsatile tinnitus.,Headache
HYPNIC HEADACHE,“Alarm clock” headache waking from sleep; caffeine helps.,Headache
ICE PICK HEADACHE,Brief stabbing pains in V1/V2 distribution.,Headache
INDOMETHACIN TRIAL,Diagnostic/therapeutic for TACs.,Headache
LOW CSF PRESSURE ORTHOSTATIC,Improves supine; pachymeningeal enhancement.,Headache
LOW NIACIN HEADACHE,Pellagra-related headache with rash/diarrhea.,Headache
MEDICATION OVERUSE,Daily or near-daily headache from frequent analgesics.,Headache
MENSTRUAL MIGRAINE,Attacks around menses; short-term prevention.,Headache
MIGRAINE,"Recurrent headache with photophobia, phonophobia, nausea; Â± aura.",Headache
NASAL CONTACT POINT HEADACHE,Septal spur/turbinate contact causing pain.,Headache
NDPH,New daily persistent headache abrupt onset.,Headache
NDPH POST INFECTIOUS,Chronic daily headache after viral illness.,Headache
NEURALGIA,Paroxysmal lancinating pain in a nerve distribution.,Headache
NEW DAILY PERSISTENT HEADACHE,Abrupt onset daily headache persisting from day one.,Headache
OCCIPITAL NEURALGIA,Paroxysmal stabbing in occipital nerve distribution.,Headache
OCCIPITAL NEURALGIA ENTRAPMENT,Tender greater occipital nerve; relief with block.,Headache
PAROXYSMAL HEMICRANIA,Short unilateral attacks; completely indomethacin responsive.,Headache
PITUITARY APOPLEXY HEADACHE,Sudden headache with visual loss/ophthalmoplegia.,Headache
POST TRAUMATIC HEADACHE,Persistent headache after head injury; multifactorial.,Headache
POSTDURAL PUNCTURE HEADACHE BLOOD PATCH,Epidural blood patch effective therapy.,Headache
POSTTRAUMATIC HEADACHE,Chronic headache post concussion.,Headache
PRIMARY COUGH HEADACHE,Valsalva-triggered brief posterior head pain.,Headache
RAEDERS PARATRIGEMINAL SYNDROME,Facial pain with partial Horner.,Headache
REBOUND HEADACHE OPIOIDS,Medication overuse from narcotics.,Headache
RETINAL MIGRAINE,Transient monocular visual loss with migraine.,Headache
REVERSIBLE CEREBRAL VASOCONSTRICTION,Thunderclap headaches with segmental vasospasm.,Headache
REVERSIBLE CEREBRAL VASOCONSTRICTION HA,Recurrent thunderclaps; angiographic narrowing.,Headache
SPHENOID SINUSITIS HEADACHE,Deep retro-orbital pain; fever; nasal symptoms.,Headache
SPHENOPALATINE GANGLIONOPATHY,Face pain with autonomic signs; nerve block responsive.,Headache
SPONTANEOUS INTRACRANIAL HYPOTENSION,Orthostatic headache from CSF leak; pachymeningeal enhancement.,Headache
SUNA,Short-lasting unilateral neuralgiform attacks with autonomic symptoms.,Headache
SUNCT,Short-lasting unilateral neuralgiform attacks with conjunctival injection and tearing.,Headache
TEMPOROMANDIBULAR DISORDER,Jaw pain with headaches; bruxism.,Headache
TRIGEMINAL AUTONOMIC CEPHALALGIA,Group of unilateral headaches with cranial autonomic features.,Headache
TRIGEMINAL CERVICAL COMPLEX,Convergence explaining neck–head pain.,Headache
ALEXIA WITHOUT AGRAPHIA SPLENIUM,PCA splenial lesion causing pure alexia.,Localization
ANTON SYNDROME,Cortical blindness with anosognosia.,Localization
APHASIA LEFT INFERIOR FRONTAL,Expressive language deficit.,Localization
APHASIA LEFT SUPERIOR TEMPORAL,Receptive language deficit.,Localization
APRAXIA LEFT INFERIOR PARIETAL,Impaired tool use.,Localization
ATAXIA CEREBELLAR HEMISPHERE,Ipsilateral limb dysmetria.,Localization
BROWN SEQUARD,"Hemisection: ipsilateral weakness, contralateral pain loss.",Localization
CAUDA EQUINA,"Areflexic bladder, saddle anesthesia, LMN leg weakness.",Localization
CEREBELLAR STROKE,Ipsilateral limb ataxia and intention tremor.,Localization
CN VI NUCLEUS LESION,Ipsilateral gaze palsy (not isolated VI palsy).,Localization
DEJERINE SYNDROME,Medial medullary infarct signs.,Localization
DORSAL COLUMN CORD,Loss of vibration and proprioception below lesion.,Localization
EIGHT AND A HALF SYNDROME,One-and-a-half plus facial palsy.,Localization
FOVILLE SYNDROME,Pontine lesion with VI palsy and contralateral hemiparesis.,Localization
FRONTAL EYE FIELD LESION,Conjugate gaze toward lesion side.,Localization
FRONTAL OPERCULUM,Broca aphasia and apraxia of speech.,Localization
GERSTMANN LOCALIZATION,Dominant angular gyrus lesion.,Localization
HEMIBALLISMUS SUBTHALAMIC,Flinging movements from STN lesion.,Localization
HEMISENSORY THALAMIC,VPL/VPM lesions causing contralateral sensory loss.,Localization
HEMISPATIAL NEGLECT RIGHT PARIETAL,Inattention to left hemispace.,Localization
INFERIOR ALTERNATING SYNDROME,Hypoglossal palsy with contralateral hemiparesis.,Localization
INTERNAL CAPSULE STROKE,Pure motor hemiparesis from lacune.,Localization
LATERAL MEDULLARY STROKE,"Wallenberg syndrome with vertigo, ataxia, and dysphagia.",Localization
LATERAL PONS STROKE,"Facial weakness, ataxia, and contralateral pain loss.",Localization
LEFT MCA STROKE,"Contralateral face/arm weakness, aphasia if dominant.",Localization
